7.484349285700054866e-01,4.650088402179675118e-01,0.000000000000000000e+00,9.903743811947520737e-01,4.277979450102587511e-01,0.000000000000000000e+00
7.442903829592575349e-01,4.609281706079280116e-01,0.000000000000000000e+00,9.244611752309461750e-01,4.277731277049377501e-01,0.000000000000000000e+00
7.414237749141405764e-01,4.623350250773635151e-01,0.000000000000000000e+00,8.350727432947093742e-01,4.216313730177881358e-01,0.000000000000000000e+00
7.062633894712578853e-01,4.726201468730981126e-01,0.000000000000000000e+00,7.771574049774410131e-01,4.174707188092153243e-01,0.000000000000000000e+00
7.409841607527346552e-01,4.798149426107773396e-01,0.000000000000000000e+00,7.207684850105707808e-01,4.226961796854440401e-01,0.000000000000000000e+00
7.713598964661696478e-01,4.639753017533083113e-01,0.000000000000000000e+00,6.687072774708844314e-01,4.139772115308503198e-01,0.000000000000000000e+00
7.955029158583613036e-01,4.610325968959665954e-01,0.000000000000000000e+00,6.243662469149107164e-01,4.114779692615807005e-01,0.000000000000000000e+00
8.515592961168708674e-01,4.663368586181880215e-01,0.000000000000000000e+00,5.947233046099118514e-01,4.166857967187259648e-01,0.000000000000000000e+00
9.127656670055926957e-01,4.752539413705250126e-01,0.000000000000000000e+00,5.773619775158519429e-01,4.181360543391118845e-01,0.000000000000000000e+00
9.650475641935765125e-01,4.862909382042371331e-01,0.000000000000000000e+00,5.483406871716545172e-01,4.178356563571977711e-01,0.000000000000000000e+00
9.719023999683568116e-01,5.154496005554622950e-01,0.000000000000000000e+00,4.875605779357364833e-01,4.159035918655727415e-01,0.000000000000000000e+00
9.702553953435634204e-01,5.168695979955536535e-01,0.000000000000000000e+00,4.158398208486321912e-01,4.195026978513304305e-01,0.000000000000000000e+00
9.617813337050358236e-01,5.483633892706565316e-01,0.000000000000000000e+00,3.432007608158894052e-01,4.155606636335671955e-01,0.000000000000000000e+00
9.639022493069705488e-01,5.691271648725898524e-01,0.000000000000000000e+00,2.607306977885602839e-01,4.182493816308747725e-01,0.000000000000000000e+00
9.757294225945809529e-01,5.347650353077169072e-01,0.000000000000000000e+00,1.785640393061560249e-01,4.144160605325303837e-01,0.000000000000000000e+00
9.729617508647272484e-01,5.181528488781387276e-01,0.000000000000000000e+00,7.836486426265706906e-02,4.133989394786919958e-01,0.000000000000000000e+00
9.746312038381091947e-01,5.185180939513706067e-01,0.000000000000000000e+00,9.328983783164537455e-03,4.143647114715330870e-01,0.000000000000000000e+00
9.193885349862555012e-01,4.841033689483797975e-01,0.000000000000000000e+00,4.652809503984974351e-03,4.146199281478883947e-01,0.000000000000000000e+00
8.397483356021538947e-01,4.410301895003385653e-01,0.000000000000000000e+00,1.220134541376920699e-02,4.126179083889763843e-01,0.000000000000000000e+00
7.738781390111053593e-01,4.420033753277531896e-01,0.000000000000000000e+00,1.100121835647380371e-02,4.079276982914828431e-01,0.000000000000000000e+00
8.177948841010124204e-01,4.707288720716388819e-01,0.000000000000000000e+00,9.892659114840390844e-01,4.195773394545710966e-01,0.000000000000000000e+00
8.151602743420762742e-01,4.670347688540915643e-01,0.000000000000000000e+00,9.276605440823858517e-01,4.213597346287929479e-01,0.000000000000000000e+00
8.127241920770987837e-01,4.689146684741530291e-01,0.000000000000000000e+00,8.413552673910242863e-01,4.219563081364731127e-01,0.000000000000000000e+00
8.145013373287206537e-01,4.696871252124789620e-01,0.000000000000000000e+00,7.803931662360509280e-01,4.098644080953670610e-01,0.000000000000000000e+00
8.269828775556584688e-01,4.687684263126992157e-01,0.000000000000000000e+00,7.318135954642781549e-01,4.190888470029315305e-01,0.000000000000000000e+00
8.417041664939395318e-01,4.814087271930840295e-01,0.000000000000000000e+00,6.851888596948898513e-01,4.169418024118995425e-01,0.000000000000000000e+00
8.334934566069317485e-01,4.804942444268320845e-01,0.000000000000000000e+00,6.365292892383809242e-01,4.252976358526678879e-01,0.000000000000000000e+00
8.302720814346120637e-01,4.676574324928112203e-01,0.000000000000000000e+00,5.794133929117292192e-01,4.263624350769085192e-01,0.000000000000000000e+00
8.555304665528744579e-01,4.624495476224101953e-01,0.000000000000000000e+00,5.420761217958551814e-01,4.184045398503381530e-01,0.000000000000000000e+00
8.971196478235642369e-01,4.752534592700748406e-01,0.000000000000000000e+00,5.096329890455014722e-01,4.165475705679255181e-01,0.000000000000000000e+00
