9.764089351101299386e-01,5.284003127832644919e-01,0.000000000000000000e+00,4.558869965833873411e-02,3.839933165176283025e-01,0.000000000000000000e+00
9.199756449906223432e-01,5.184308068756062760e-01,0.000000000000000000e+00,4.632037788403951112e-02,3.870633956579905277e-01,0.000000000000000000e+00
8.710631962876080880e-01,5.177612206309182286e-01,0.000000000000000000e+00,3.533612127426663529e-02,3.851628543771520863e-01,0.000000000000000000e+00
8.303383491299777264e-01,5.145137342461937324e-01,0.000000000000000000e+00,2.352327011863461492e-02,3.837916070506555144e-01,0.000000000000000000e+00
7.864068868276944402e-01,5.175564381320274521e-01,0.000000000000000000e+00,2.165593662139569595e-02,3.805524451595100333e-01,0.000000000000000000e+00
7.449898525959334217e-01,5.084258260652120276e-01,0.000000000000000000e+00,1.255478924856519470e-02,3.850377745047087741e-01,0.000000000000000000e+00
6.983083485900509757e-01,5.282286362380629319e-01,0.000000000000000000e+00,1.653775161855279216e-02,3.850268984470608946e-01,0.000000000000000000e+00
6.519015509781103113e-01,5.132328606644761537e-01,0.000000000000000000e+00,1.427234108990430017e-02,3.790274128977603185e-01,0.000000000000000000e+00
6.015847670021485794e-01,5.156497749908000028e-01,0.000000000000000000e+00,1.803090283560443430e-02,3.856629134804421266e-01,0.000000000000000000e+00
5.480725957498261414e-01,5.169602826141198593e-01,0.000000000000000000e+00,1.690919072364762202e-02,3.850901818083939387e-01,0.000000000000000000e+00
4.902036180196000514e-01,5.156447307800268165e-01,0.000000000000000000e+00,1.480759495450790705e-02,3.874900633645327885e-01,0.000000000000000000e+00
4.298022974348299496e-01,5.160801907843126646e-01,0.000000000000000000e+00,1.414536127579532968e-02,3.868345908175642722e-01,0.000000000000000000e+00
3.681167619946620340e-01,5.178844500033290554e-01,0.000000000000000000e+00,1.332788713931285646e-02,3.854848005552171109e-01,0.000000000000000000e+00
3.192630899976549586e-01,5.149099215921190131e-01,0.000000000000000000e+00,1.670805630441777462e-02,3.866781341691564733e-01,0.000000000000000000e+00
2.731527535990421196e-01,5.133183869813782163e-01,0.000000000000000000e+00,2.096371799437278180e-02,3.872045485139578025e-01,0.000000000000000000e+00
2.353200788800160481e-01,5.172282277992178434e-01,0.000000000000000000e+00,1.735653204615755785e-02,3.858163315285551009e-01,0.000000000000000000e+00
1.914196961503266126e-01,5.111514283631927169e-01,0.000000000000000000e+00,1.929274955840614217e-02,3.828466654729648089e-01,0.000000000000000000e+00
1.464219214110032419e-01,4.975982843699084390e-01,0.000000000000000000e+00,2.269550489196893103e-02,3.857769846993635565e-01,0.000000000000000000e+00
9.850705630411110691e-02,4.956697850052437793e-01,0.000000000000000000e+00,2.076823600579921769e-02,3.840110710348624279e-01,0.000000000000000000e+00
